"institution_id","institution_name","acronym","state_branch","institution_type","parent_institution_id","territorial_level","region_code","region_name","commune_code","commune_name","policy_area_primary","legal_status","source_id","verification_status","last_verified","notes"
"CL-MUN-13124","Municipalidad de Pudahuel","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13124","Pudahuel","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13125","Municipalidad de Quilicura","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13125","Quilicura","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13126","Municipalidad de Quinta Normal","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13126","Quinta Normal","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13127","Municipalidad de Recoleta","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13127","Recoleta","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13128","Municipalidad de Renca","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13128","Renca","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13129","Municipalidad de San Joaquín","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13129","San Joaquín","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13130","Municipalidad de San Miguel","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13130","San Miguel","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13131","Municipalidad de San Ramón","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13131","San Ramón","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13132","Municipalidad de Vitacura","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13132","Vitacura","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13201","Municipalidad de Puente Alto","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13201","Puente Alto","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13202","Municipalidad de Pirque","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13202","Pirque","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13203","Municipalidad de San José de Maipo","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13203","San José de Maipo","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13301","Municipalidad de Colina","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13301","Colina","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13302","Municipalidad de Lampa","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13302","Lampa","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13303","Municipalidad de Tiltil","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13303","Tiltil","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13401","Municipalidad de San Bernardo","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13401","San Bernardo","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13402","Municipalidad de Buin","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13402","Buin","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13403","Municipalidad de Calera de Tango","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13403","Calera de Tango","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13404","Municipalidad de Paine","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13404","Paine","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13501","Municipalidad de Melipilla","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13501","Melipilla","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13502","Municipalidad de Alhué","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13502","Alhué","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13503","Municipalidad de Curacaví","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13503","Curacaví","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13504","Municipalidad de María Pinto","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13504","María Pinto","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13505","Municipalidad de San Pedro","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13505","San Pedro","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13601","Municipalidad de Talagante","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13601","Talagante","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13602","Municipalidad de El Monte","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13602","El Monte","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13603","Municipalidad de Isla de Maipo","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13603","Isla de Maipo","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13604","Municipalidad de Padre Hurtado","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13604","Padre Hurtado","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13605","Municipalidad de Peñaflor","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13605","Peñaflor","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-14101","Municipalidad de Valdivia","","Administración territorial","Municipalidad","","Comunal","14","Región de Los Ríos","14101","Valdivia","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-14102","Municipalidad de Corral","","Administración territorial","Municipalidad","","Comunal","14","Región de Los Ríos","14102","Corral","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-14103","Municipalidad de Lanco","","Administración territorial","Municipalidad","","Comunal","14","Región de Los Ríos","14103","Lanco","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-14104","Municipalidad de Los Lagos","","Administración territorial","Municipalidad","","Comunal","14","Región de Los Ríos","14104","Los Lagos","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-14105","Municipalidad de Máfil","","Administración territorial","Municipalidad","","Comunal","14","Región de Los Ríos","14105","Máfil","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-14106","Municipalidad de Mariquina","","Administración territorial","Municipalidad","","Comunal","14","Región de Los Ríos","14106","Mariquina","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
